,GameID,Ha,pHa,La,lot_shape__A,lot_shape_symm_A,lot_shape_L_A,lot_shape_R_A,LotNumA,Hb,pHb,Lb,lot_shape__B,lot_shape_symm_B,lot_shape_L_B,lot_shape_R_B,LotNumB,Amb,Corr,diffEV,diffSDs,diffMins,diffMaxs,diffUV,RatioMin,SignMax,pBbet_Unbiased1,pBbet_UnbiasedFB,pBbet_Uniform,pBbet_Sign1,pBbet_SignFB,Dom,diffBEV0,diffBEVfb,diffSignEV,B.1,B.2,B.3,B.4,B.5,BEASTpred.1,BEASTpred.2,BEASTpred.3,BEASTpred.4,BEASTpred.5
315,64,52.0,0.1,-8.0,1.0,0.0,0.0,0.0,1.0,5.0,0.9,-43.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.2,-3.6,-35.0,-47.0,-41.0,0.186046512,1.0,-0.3046,0.631,-1.0,0.3477,0.8041,0.0,-19.33333333,-8.566666667,152.0,0.3525,0.55,0.7,0.7225,0.675,0.28873000000000004,0.46795,0.53577,0.55847,0.5744
320,65,12.0,0.4,-16.0,1.0,0.0,0.0,0.0,1.0,-5.0,1.0,-5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2,-13.71714256,11.0,-17.0,-3.0,0.3125,1.0,0.201,0.1958,0.0,-0.3995,-0.4021,0.0,-0.2,-0.2,-22.4,0.325,0.3975,0.435,0.4475,0.45,0.45031000000000004,0.49828,0.49132,0.495,0.49611000000000005
325,66,45.0,0.6,2.0,1.0,0.0,0.0,0.0,1.0,54.0,0.1,20.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,-4.4,-10.58515378,18.0,13.0,19.5,0.1,1.0,-0.0212,-0.0942,1.0,0.0,0.0,0.0,-4.4,-4.4,0.0,0.43,0.345,0.3975,0.4375,0.4275,0.53755,0.48618999999999996,0.42363,0.40610999999999997,0.39787
330,67,85.0,0.25,4.0,1.0,0.0,0.0,0.0,1.0,54.0,0.25,11.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.5,-16.45448267,7.0,-31.0,-12.0,0.363636364,1.0,0.503,0.4952,0.0064,0.0,0.0,0.0,-2.5,-2.5,0.0,0.445,0.47,0.46,0.4775,0.43,0.42345,0.48757,0.49063999999999997,0.48858999999999997,0.48925
335,68,12.0,1.0,12.0,1.0,0.0,0.0,0.0,1.0,102.0,0.2,-14.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.8,46.4,-26.0,90.0,32.0,0.0,1.0,-0.6158,-0.593,-0.022000000000000002,-0.8079,-0.7965,0.0,-2.8,-2.8,-185.6,0.3875,0.27,0.2925,0.32,0.305,0.26519000000000004,0.26771999999999996,0.29467,0.30296999999999996,0.3076
340,69,49.0,0.5,11.0,1.0,0.0,0.0,0.0,1.0,31.0,0.95,21.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.5,-16.71417411,10.0,-17.0,-1.5,0.523809524,1.0,0.0096,-0.006999999999999999,0.0096,0.0,0.0,0.0,-3.5,-1.5,0.0,0.3875,0.285,0.37,0.4025,0.445,0.43116000000000004,0.47215,0.48991,0.49981000000000003,0.50544
345,70,18.0,1.0,18.0,1.0,0.0,0.0,0.0,1.0,35.0,0.75,-19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,23.3826859,-37.0,17.0,-10.0,0.0,1.0,0.4962,0.504,-0.006999999999999999,-0.2519,-0.248,0.0,3.5,3.5,-27.0,0.38,0.5475,0.5775,0.5975,0.5825,0.44525,0.5426,0.5817100000000001,0.59221,0.59913
350,71,13.0,0.6,-20.0,1.0,0.0,0.0,0.0,1.0,76.0,0.2,-26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.4,24.6333677,-6.0,63.0,28.5,0.7692307690000001,1.0,-0.6046,-0.5904,-0.0062,-0.4006,-0.3958,0.0,-5.4,-5.4,-81.6,0.3775,0.2525,0.2875,0.23,0.28,0.37793000000000004,0.33993,0.33743,0.33249,0.32964
355,72,-9.0,1.0,-9.0,1.0,0.0,0.0,0.0,1.0,13.0,0.25,-8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.25,9.09326674,1.0,22.0,11.5,0.8888888890000001,1.0,1.0,1.0,1.0,0.2504,0.2422,1.0,6.25,6.25,11.0,0.8225,0.9575,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0
360,73,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,51.0,0.05,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.55,11.11856555,-2.0,52.0,42.625,0.0,1.0,-0.8964,-0.8948,0.7492,-0.9482,-0.9474,0.0,0.55,0.55,-51.3,0.37,0.3825,0.39,0.39,0.4125,0.39464,0.37632,0.37523,0.37372,0.37243000000000004
365,74,44.0,0.05,16.0,1.0,0.0,0.0,0.0,1.0,14.0,0.9,10.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,-3.8,-4.727685812,-6.0,-29.0,-17.0,0.625,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-3.933333333,-3.866666667,0.0,0.1325,0.05,0.015,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0
370,75,13.0,1.0,13.0,1.0,0.0,0.0,0.0,1.0,50.0,0.6,-45.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,46.54030511,-58.0,37.0,-10.5,0.0,1.0,0.2006,0.1854,-0.001,-0.3997,-0.4073,0.0,-1.0,-1.0,-76.0,0.3525,0.4375,0.415,0.4375,0.495,0.31193000000000004,0.40356,0.42586999999999997,0.42972,0.43865
375,76,35.0,0.01,16.0,1.0,0.0,0.0,0.0,1.0,20.0,0.5,13.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.31,1.680238084,-3.0,-13.0,-6.666666667,0.8125,1.0,-0.1688,-0.0096,-0.3296,0.0,0.0,0.0,-0.182222222,0.063888889,0.0,0.6775,0.7075,0.705,0.6825,0.6425,0.51259,0.5091600000000001,0.5261100000000001,0.52691,0.52485
380,77,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,38.0,0.4,-9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.8,23.02520358,-10.0,37.0,13.5,0.0,1.0,-0.2046,-0.2102,-0.0042,-0.6023,-0.6051,0.0,8.8,8.8,-56.4,0.645,0.6625,0.6525,0.6025,0.625,0.57512,0.59349,0.6409699999999999,0.65117,0.6595300000000001
385,78,19.0,1.0,19.0,1.0,0.0,0.0,0.0,1.0,44.0,0.05,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-8.25,7.628073151000001,-10.0,25.0,7.5,0.473684211,1.0,-0.902,-0.8996,0.0034,0.0,0.0,0.0,-8.25,-8.25,0.0,0.105,0.1175,0.1075,0.1425,0.12,0.17393,0.12867,0.097013,0.08652,0.08256000000000001
390,79,32.0,0.01,19.0,1.0,0.0,0.0,0.0,1.0,65.0,0.01,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-9.57,4.27844598,-10.0,33.0,11.5,0.473684211,1.0,-0.9786,-0.9778,-0.0004,0.0,0.0,0.0,-9.57,-9.57,0.0,0.14,0.0725,0.035,0.015,0.015,0.18988,0.12939,0.09408,0.084707,0.077347
395,80,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,50.0,0.4,-36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.6,42.13122358,-39.0,47.0,4.0,0.0,1.0,-0.1952,-0.1958,0.0018,-0.5976,-0.5979,0.0,-4.6,-4.6,-103.2,0.4675,0.3725,0.4125,0.405,0.425,0.23895,0.29809,0.30651999999999996,0.31529,0.31406999999999996
400,81,10.0,0.25,2.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.9,-32.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-8.1,5.835898385,-34.0,-11.0,-22.5,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-18.83333333,-13.46666667,-84.0,0.1375,0.035,0.0125,0.0125,0.0125,0.0,0.0,0.0,0.0,0.0
405,82,25.0,1.0,25.0,1.0,0.0,0.0,0.0,1.0,26.0,0.01,25.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.01,0.157797338,-2.0,4.0,1.0,0.92,1.0,-0.2941,0.0061,0.2733,0.0,0.0,0.0,-0.333333333,-0.161666667,0.0,0.5475,0.72,0.7725,0.805,0.82,0.61275,0.60401,0.5837600000000001,0.5684899999999999,0.56053
410,83,9.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,64.0,0.01,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.55,5.472430903999999,0.0,55.0,27.5,1.0,1.0,0.009000000000000001,0.0084,0.5006,0.0,0.0,1.0,0.55,0.55,0.0,0.865,0.96,0.9825,0.9825,0.985,1.0,1.0,1.0,1.0,1.0
415,84,27.0,1.0,27.0,1.0,0.0,0.0,0.0,1.0,22.0,0.99,-7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.29,2.885463568,-34.0,-5.0,-19.5,0.0,1.0,-1.0,-1.0,-1.0,-0.0113,-0.0116,-1.0,-5.29,-5.29,-0.68,0.0775,0.015,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0
420,85,20.0,1.0,20.0,1.0,0.0,0.0,0.0,1.0,70.0,0.25,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,27.71281292,-14.0,50.0,18.0,0.3,1.0,-0.486,-0.499,0.0044,0.0,0.0,0.0,2.0,2.0,0.0,0.4275,0.4525,0.4875,0.46,0.4375,0.49817,0.43891,0.44047,0.44392,0.44606999999999997
425,86,71.0,0.5,-11.0,1.0,0.0,0.0,0.0,1.0,61.0,0.75,-49.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.5,6.631397207999999,-38.0,-10.0,-24.0,0.22448979600000002,1.0,-1.0,-0.2248,-1.0,-0.0931,0.2706,0.0,-34.33333333,-15.41666667,60.0,0.13,0.23,0.3025,0.315,0.2525,0.08276,0.30532,0.40064,0.42228000000000004,0.43681000000000003
430,87,-2.0,1.0,-2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.99,-34.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,5.62,3.972480333,-32.0,9.0,1.25,0.058823529000000006,1.0,0.9788,0.9806,0.7536,0.9894,0.9903,0.0,5.62,5.62,81.18,0.805,0.955,0.98,0.96,0.975,0.78695,0.83385,0.8710700000000001,0.88103,0.8875700000000001
435,88,17.0,0.05,-7.0,1.0,0.0,0.0,0.0,1.0,13.0,0.25,-15.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.2,6.893676921,-8.0,-4.0,-6.0,0.46666666700000003,1.0,-0.5472,-0.5284,-1.0,0.2264,0.1977,0.0,-1.466666667,-1.8333333330000001,12.8,0.68,0.5725,0.5125,0.4425,0.37,0.49211000000000005,0.36672,0.35007,0.34276999999999996,0.33155
440,89,17.0,1.0,17.0,1.0,0.0,0.0,0.0,1.0,44.0,0.1,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.7,8.1,0.0,27.0,13.5,1.0,1.0,0.1012,0.0927,0.5014,0.0,0.0,1.0,2.7,2.7,0.0,0.88,0.955,0.9925,1.0,1.0,1.0,1.0,1.0,1.0,1.0
445,90,10.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,31.0,0.75,-49.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,34.64101615,-59.0,21.0,-19.0,0.0,1.0,0.496,0.4914,0.0056,-0.252,-0.2543,0.0,1.0,1.0,-40.0,0.415,0.5525,0.5275,0.5575,0.545,0.3702,0.47197,0.49617,0.5008,0.50581
450,91,7.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,16.0,0.1,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.6,1.8,3.0,9.0,6.0,0.7,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.6,3.6,0.0,0.92,0.9625,0.9875,0.9925,0.995,1.0,1.0,1.0,1.0,1.0
455,92,8.0,0.8,-37.0,1.0,0.0,0.0,0.0,1.0,102.0,0.2,-29.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.8,34.4,8.0,94.0,51.0,0.783783784,1.0,-0.196,-0.28800000000000003,1.0,-0.598,-0.6046,0.0,-1.8,-1.8,-166.8,0.3925,0.28,0.3475,0.3125,0.3175,0.5132899999999999,0.47068000000000004,0.44396,0.44475,0.442
460,93,5.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,103.0,0.1,-9.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,-2.8,33.63123548,-14.0,101.0,73.6,0.0,1.0,-0.3746,-0.8042,0.6104,-0.6873,-0.9021,0.0,19.86666667,8.533333333,-207.0,0.555,0.475,0.435,0.3325,0.2975,0.83635,0.82885,0.8312799999999999,0.6735899999999999,0.47778999999999994
465,94,7.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,6.0,0.75,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.25,2.165063509,-6.0,-1.0,-3.5,0.14285714300000002,1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-2.25,-2.25,0.0,0.1025,0.035,0.015,0.025,0.02,0.0,0.0,0.0,0.0,0.0
470,95,-3.0,0.05,-9.0,1.0,0.0,0.0,0.0,1.0,42.0,0.4,-24.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,11.1,31.88630567,-15.0,50.0,26.57142857,0.375,1.0,-0.2226,-0.233,0.4256,0.3887,0.3835,0.0,11.1,11.1,55.025,0.7225,0.5975,0.5725,0.5675,0.5675,0.8065899999999999,0.72631,0.71753,0.71565,0.7120000000000001
475,96,35.0,0.5,-47.0,1.0,0.0,0.0,0.0,1.0,-10.0,0.75,-15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.25,-38.83493649,32.0,-45.0,-6.5,0.319148936,1.0,0.0056,-0.0164,0.0056,-0.4972,-0.5082,0.0,-5.25,-5.25,-82.0,0.3025,0.3375,0.3675,0.335,0.3125,0.35585,0.39881,0.38725,0.38875,0.38732
480,97,10.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,45.0,0.2,-5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.0,20.0,-15.0,35.0,10.0,0.0,1.0,-0.5986,-0.6132,-0.0078,-0.7993,-0.8066,0.0,-5.0,-5.0,-80.0,0.2225,0.135,0.265,0.2375,0.21,0.18957000000000002,0.21153000000000002,0.21736999999999998,0.21973,0.21564
485,98,94.0,0.5,-40.0,1.0,0.0,0.0,0.0,1.0,36.0,0.75,-21.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,-5.25,-42.29549636,19.0,-55.0,1.875,0.525,1.0,-0.0084,-0.0042,-0.0084,0.2501,0.2401,0.0,-5.25,-5.25,67.0,0.5075,0.4475,0.43,0.44,0.4525,0.49985,0.49625,0.49748000000000003,0.49416000000000004,0.49388000000000004
490,99,22.0,1.0,22.0,1.0,0.0,0.0,0.0,1.0,44.0,0.4,15.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,4.6,14.22111107,-7.0,24.0,17.16666667,0.681818182,1.0,-0.21,-0.2068,0.6729999999999999,0.0,0.0,0.0,4.6,4.6,0.0,0.6475,0.74,0.7475,0.71,0.705,0.8220799999999999,0.7547699999999999,0.73919,0.73743,0.73565
495,100,18.0,0.6,-29.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.2,-23.02520358,28.0,-19.0,4.5,0.034482759,1.0,-0.1896,-0.2088,0.0076,-0.5948,-0.6044,0.0,-0.2,-0.2,-56.4,0.5375,0.4575,0.5,0.535,0.53,0.49572,0.48281,0.48207,0.47739,0.48
500,101,28.0,1.0,28.0,1.0,0.0,0.0,0.0,1.0,73.0,0.05,27.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.3,10.02671432,-1.0,46.0,33.5,0.9642857140000001,1.0,-0.8982,-0.9026,0.4944,0.0,0.0,0.0,1.3,1.3,-7.109999999999999e-15,0.83,0.825,0.7875,0.7675,0.7625,0.7861100000000001,0.7329899999999999,0.70015,0.69121,0.68619
505,102,11.0,1.0,11.0,1.0,0.0,0.0,0.0,1.0,25.0,0.5,-3.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,14.00892573,-14.0,15.0,7.0,0.0,1.0,-0.151,0.0122,0.4992,-0.5755,-0.4939,0.0,-2.333333333,-1.166666667,-29.0,0.385,0.51,0.5875,0.62,0.59,0.52608,0.49723999999999996,0.49949,0.49065,0.48732
510,103,27.0,0.8,-4.0,1.0,0.0,0.0,0.0,1.0,77.0,0.1,22.0,0.0,0.0,0.0,1.0,6.0,0.0,-1.0,6.7,4.521879328,26.0,107.0,69.64285714,0.0,1.0,-0.4058,-0.5898,1.0,0.1998,0.2051,0.0,6.7,6.7,55.2,0.8325,0.8225,0.7325,0.775,0.7675,0.94499,0.90159,0.88292,0.8775299999999999,0.87521
515,104,-6.0,1.0,-6.0,1.0,0.0,0.0,0.0,1.0,3.0,0.99,-27.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.7,2.9849623110000003,-21.0,9.0,-6.0,0.222222222,1.0,0.9808,0.9786,-0.01,0.9904,0.9893,0.0,8.7,8.7,59.4,0.8525,0.95,0.98,0.97,0.9825,0.8614,0.9036299999999999,0.93181,0.94063,0.94544
520,105,30.0,1.0,30.0,1.0,0.0,0.0,0.0,1.0,90.0,0.01,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.54,5.37293216,6.0,60.0,33.0,0.833333333,1.0,1.0,1.0,1.0,0.0,0.0,1.0,6.54,6.54,0.0,0.895,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
525,106,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,34.0,0.05,-5.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,-5.05,8.502793659,-7.0,34.0,25.5,0.0,1.0,-0.8998,-0.905,0.6732,-0.9499,-0.9525,0.0,-5.05,-5.05,-77.9,0.195,0.135,0.1525,0.145,0.1225,0.2056,0.17124,0.14911,0.14365,0.14279
530,107,25.0,1.0,25.0,1.0,0.0,0.0,0.0,1.0,65.0,0.25,9.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,-2.0,24.25386567,-16.0,42.0,30.66666667,0.36,1.0,-0.4936,-0.505,0.6629999999999999,0.0,0.0,0.0,-2.0,-2.0,0.0,0.3925,0.39,0.4025,0.365,0.315,0.54625,0.46941000000000005,0.44924,0.44161000000000006,0.43331000000000003
535,108,16.0,1.0,16.0,1.0,0.0,0.0,0.0,1.0,91.0,0.2,-11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-6.6,40.8,-27.0,75.0,24.0,0.0,1.0,-0.6004,-0.6084,0.0074,-0.8002,-0.8042,0.0,-6.6,-6.6,-163.2,0.2725,0.1725,0.2325,0.19,0.18,0.23526999999999998,0.24075,0.26000999999999996,0.26715,0.26816999999999996
540,109,11.0,1.0,11.0,1.0,0.0,0.0,0.0,1.0,26.0,0.5,-9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.5,17.5,-20.0,15.0,-2.5,0.0,1.0,-0.0024,0.012,-0.0024,-0.5012,-0.494,0.0,-2.5,-2.5,-35.0,0.325,0.4125,0.465,0.38,0.4,0.24511999999999998,0.31995,0.32896,0.32953000000000005,0.33315
545,110,12.0,1.0,12.0,1.0,0.0,0.0,0.0,1.0,29.0,0.8,-35.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.2,25.61562023,-47.0,18.0,-4.333333333,0.0,1.0,0.597,0.6028,0.3248,-0.2015,-0.1986,0.0,4.2,4.2,-26.0,0.56,0.715,0.71,0.695,0.7675,0.48245,0.5743199999999999,0.60415,0.6158899999999999,0.62292
550,111,28.0,1.0,28.0,1.0,0.0,0.0,0.0,1.0,47.0,0.6,-13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.0,29.39387691,-41.0,19.0,-11.0,0.0,1.0,0.1996,0.2092,-0.0074,-0.4002,-0.3954,0.0,-5.0,-5.0,-48.0,0.245,0.4125,0.4125,0.4,0.3875,0.24033000000000002,0.33931999999999995,0.34124,0.34313,0.34289000000000003
555,112,-7.0,1.0,-7.0,1.0,0.0,0.0,0.0,1.0,28.0,0.2,-18.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,-1.8,18.40815037,-11.0,38.0,29.25,0.38888888899999996,1.0,-0.589,-0.6024,0.7542,0.2055,0.1988,0.0,-1.8,-1.8,19.6,0.51,0.36,0.3075,0.2925,0.26,0.5888100000000001,0.48555,0.44411999999999996,0.43728999999999996,0.43291
560,113,9.0,0.95,0.0,1.0,0.0,0.0,0.0,1.0,37.0,0.25,-3.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,-1.55,16.3483289,-3.0,85.0,38.78571429,0.0,1.0,-0.5056,-0.4986,0.7088,-0.7528,-0.7371,0.0,-1.55,-1.55,-140.65,0.3525,0.3675,0.365,0.375,0.3675,0.35829,0.35315,0.35193,0.35095,0.35135
565,114,72.0,0.01,-2.0,1.0,0.0,0.0,0.0,1.0,112.0,0.25,-33.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,4.51,55.42393474,-31.0,40.0,4.5,0.060606060999999996,1.0,-0.4812,-0.5092,0.0184,0.2501,0.2354,0.0,4.51,4.51,69.6,0.4375,0.445,0.3975,0.415,0.3175,0.45013000000000003,0.39059,0.41012,0.41617,0.41831999999999997
570,115,50.0,0.4,5.0,1.0,0.0,0.0,0.0,1.0,20.0,0.8,-17.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,-10.4,-7.204922517999999,-22.0,-27.0,-12.125,0.0,1.0,-0.1966,-0.0462,-0.2416,-0.2011,-0.2001,0.0,-10.4,-10.4,-26.8,0.1725,0.185,0.2275,0.2,0.1975,0.1072,0.19635999999999998,0.20645,0.20633,0.20599
575,116,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,45.0,0.05,3.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,3.1,9.156418514,1.0,45.0,36.0,0.666666667,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.1,3.1,0.0,0.9475,0.99,0.995,1.0,0.9975,1.0,1.0,1.0,1.0,1.0
580,117,-6.0,1.0,-6.0,1.0,0.0,0.0,0.0,1.0,7.0,0.5,-30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.5,18.5,-24.0,13.0,-5.5,0.2,1.0,0.0142,-0.0044,0.0142,0.5071,0.4978,0.0,-5.5,-5.5,37.0,0.325,0.3925,0.3625,0.345,0.3425,0.36665,0.37255,0.34317,0.33332,0.33119
585,118,26.0,1.0,26.0,1.0,0.0,0.0,0.0,1.0,46.0,0.5,10.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,19.86202407,-37.0,25.0,2.857142857,0.0,1.0,-0.0686,-0.0444,0.13699999999999998,-0.0159,-0.0132,0.0,2.0,2.0,-1.9375,0.465,0.56,0.6175,0.585,0.5675,0.43523,0.46136000000000005,0.49718999999999997,0.50647,0.51457
590,119,19.0,0.4,12.0,1.0,0.0,0.0,0.0,1.0,100.0,0.25,-12.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.2,45.07071436,-24.0,82.0,47.16666667,0.0,1.0,-0.4922,-0.5082,0.3328,-0.7461,-0.7541,0.0,1.2,1.2,-169.5,0.3325,0.315,0.3425,0.3425,0.345,0.34176999999999996,0.3418,0.37095,0.38085,0.38653000000000004
595,120,-9.0,0.95,-26.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.1,-11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.15,-0.705064102,15.0,8.0,11.5,0.423076923,-1.0,-0.7062,-0.7062,1.0,0.0,0.0,0.0,-0.15,-0.15,0.0,0.565,0.4075,0.425,0.4575,0.4175,0.66875,0.57685,0.52872,0.51257,0.5052800000000001
600,121,-8.0,1.0,-8.0,1.0,0.0,0.0,0.0,1.0,21.0,0.01,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,8.21,2.090669749,8.0,30.0,23.75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.21,8.21,30.3,0.7925,0.945,0.9925,0.9975,0.9875,1.0,1.0,1.0,1.0,1.0
605,122,68.0,0.05,-14.0,1.0,0.0,0.0,0.0,1.0,-11.0,0.9,-36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.6,-10.37148567,-22.0,-79.0,-50.5,0.38888888899999996,1.0,0.7044,0.7132,-1.0,-0.0485,-0.0494,0.0,-3.6,-3.6,-10.4,0.36,0.3875,0.42,0.46,0.395,0.11840999999999999,0.16884000000000002,0.19515,0.20563,0.21195
610,123,28.0,0.75,-13.0,1.0,0.0,0.0,0.0,1.0,57.0,0.1,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.35,-5.453520778,29.0,29.0,29.0,0.0,1.0,-0.3114,-0.3496,1.0,0.249,0.2501,0.0,2.35,2.35,35.0,0.735,0.64,0.655,0.6975,0.6275,0.7859999999999999,0.66593,0.6323300000000001,0.62669,0.6180399999999999
615,124,15.0,0.95,7.0,1.0,0.0,0.0,0.0,1.0,42.0,0.01,19.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.63,0.544911528,12.0,27.0,19.5,0.36842105299999994,1.0,1.0,1.0,1.0,0.0,0.0,1.0,4.63,4.63,0.0,0.8525,0.955,0.965,0.97,0.9775,1.0,1.0,1.0,1.0,1.0
620,125,28.0,1.0,28.0,1.0,0.0,0.0,0.0,1.0,41.0,0.4,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.4,14.20704051,-16.0,13.0,-1.5,0.428571429,1.0,-0.1974,-0.193,0.004,0.0,0.0,0.0,-4.4,-4.4,0.0,0.2925,0.36,0.325,0.3275,0.36,0.26461,0.29,0.26839,0.26273,0.2604
625,126,-8.0,1.0,-8.0,1.0,0.0,0.0,0.0,1.0,80.0,0.2,-18.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,9.6,39.20382634,-10.0,91.0,75.75,0.444444444,1.0,-0.6034,-0.6048,0.754,0.1983,0.1976,0.0,9.6,9.6,40.4,0.53,0.515,0.51,0.4875,0.5175,0.83349,0.75943,0.72656,0.71439,0.7088399999999999
630,127,4.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,29.0,0.6,-40.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-2.6,33.80295845,-44.0,25.0,-9.5,0.0,1.0,-0.24,0.2,0.0024,-0.62,-0.4,0.0,-17.83333333,-10.21666667,-55.2,0.2625,0.3325,0.4425,0.4625,0.44,0.22008000000000003,0.34692,0.37017,0.38190999999999997,0.38799999999999996
635,128,-3.0,1.0,-3.0,1.0,0.0,0.0,0.0,1.0,32.0,0.4,-16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.2,23.51510153,-13.0,35.0,11.0,0.1875,1.0,-0.195,-0.1902,-0.0048,0.4025,0.4049,0.0,6.2,6.2,38.4,0.6375,0.565,0.555,0.5675,0.56,0.65856,0.6007600000000001,0.61788,0.62425,0.62529
640,129,-2.0,1.0,-2.0,1.0,0.0,0.0,0.0,1.0,-2.0,1.0,-2.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,1.4142135619999998,-4.0,4.0,0.0,0.333333333,1.0,0.0056,-0.0103,0.0088,0.1469,0.1402,0.0,0.0,0.0,1.4375,0.4625,0.5325,0.5075,0.48,0.525,0.49028999999999995,0.49128,0.49703,0.49703,0.50267
